_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,browser_height,browser_width,feedback,tags,time,time_after,time_before,time_during,time_total,batch,browser_gold,browser_height_gold,browser_width_gold,duration,feedback_gold,image,row,sequence,tags_gold,time_after_gold,time_before_gold,time_during_gold,time_gold,time_total_gold,url
1054720251,10/03/2016 10:30,2152635193,10/03/2016 10:29,FALSE,neodev,0.3315,35178285,827,600,,"playing cards, bank machine, joker, ace",20,8.5,5.8,19.3,33.8,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 10:44,2152642615,10/03/2016 10:43,FALSE,clixsense,0.351,6352682,770,1440,,cards-joker-arm-hand-numbers,20,4.5,5.2,20,29.8,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 10:50,2152648515,10/03/2016 10:49,FALSE,instagc,0.3149,31176117,1128,800,,"man, atm, ace goes in, joker comes out",20,3.6,4.6,19.8,28.2,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:05,2152667912,10/03/2016 11:05,FALSE,clixsense,0.3059,31988217,851,1821,,"card, atm, hand, joker, buttons, ace, cuff, shirt,",20,4.7,4.2,20,29,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:06,2152668321,10/03/2016 11:05,FALSE,gifthunterclub,0.239,24043308,648,1280,,"card, joker, cash machine",20,4.4,6.2,20,30.6,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:09,2152672199,10/03/2016 11:07,FALSE,instagc,0.272,17971506,657,1366,,"cards,ace,hand,joker,machine",20,3.7,78.2,17.9,100,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:25,2152694592,10/03/2016 11:24,FALSE,clixsense,0.2757,6340330,580,1242,,"card, hand,joker",20,7.1,10.9,19.9,38.1,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:28,2152697165,10/03/2016 11:27,FALSE,neodev,0.2772,35701460,618,1366,,cash,20,9.8,5.9,19.9,35.8,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:36,2152705912,10/03/2016 11:23,FALSE,clixsense,0.2164,29275930,983,1597,,"atm, cash, machine, joker, playing, cards, ace",20,29.2,47.5,17.9,94.8,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:36,2152706060,10/03/2016 11:35,FALSE,gifthulk,0.2519,22552178,679,1280,,"Cards, machine, joker",20,11.3,9.7,19.9,41,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 11:42,2152712992,10/03/2016 11:42,FALSE,clixsense,0.2524,35394287,974,1920,,"cards, machine",20,4.3,4.6,20,29,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 12:09,2152743980,10/03/2016 12:09,FALSE,eup_slw,0.2747,24992939,974,1920,,"money, system, joke",20,2.6,4.5,19.4,26.6,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
1054720251,10/03/2016 12:14,2152751763,10/03/2016 12:13,FALSE,clixsense,0.2895,36313199,638,1366,,"ATM machine, playing-card shaped money",20,16,9.3,20,45.3,6,,,,20,,image_289.jpg,724,4,,,,,,,http://www.vismet.org/VisMet/images/full/image_289.jpg
